('n', 'd', 'v') 40
('d', 'v', 'v') 38
('r', 'v', 'v') 33
('r', 'd', 'v') 30
('n', 'uj', 'n') 29
('d', 'v', 'n') 29
('v', 'v', 'v') 28
('v', 'uj', 'n') 25
('uj', 'n', 'v') 25
('v', 'd', 'v') 24
('v', 'v', 'n') 24
('r', 'uj', 'n') 21
('n', 'v', 'v') 20
('v', 'n', 'v') 18
('d', 'v', 'r') 18
('d', 'c', 'v') 17
('v', 'v', 'r') 17
('r', 'v', 'n') 16
('v', 'n', 'uj') 15
('c', 'v', 'v') 15
('d', 'd', 'v') 14
('v', 'v', 'd') 14
('uj', 'n', 'd') 14
('uj', 'n', 'r') 14
('v', 'n', 'n') 13
('n', 'c', 'v') 13
('v', 'v', 'uj') 13
('v', 'r', 'v') 12
('r', 'd', 'd') 12
('v', 'm', 'n') 11
('v', 'n', 'd') 11
('n', 'n', 'v') 11
('n', 'r', 'd') 10
('d', 'v', 'm') 10
('n', 'v', 'n') 10
('v', 'r', 'd') 10
('c', 'v', 'r') 10
('n', 'r', 'v') 9
('v', 'n', 'r') 9
('n', 'n', 'n') 9
('a', 'uj', 'n') 9
('r', 'n', 'd') 9
('n', 'v', 'r') 9
('v', 'v', 'm') 9
('v', 'm', 'v') 9
('v', 'r', 'n') 9
('c', 'v', 'n') 8
('n', 'v', 'd') 8
('r', 'c', 'v') 8
('n', 'v', 'uj') 8
('n', 'n', 'd') 8
('v', 'r', 'uj') 8
('n', 'v', 'zg') 7
('uj', 'n', 'n') 7
('uj', 'n', 'c') 7
('n', 'n', 'uj') 7
('p', 'r', 'v') 7
('x', 'eng', 'x') 7
('n', 'v', 'y') 7
('r', 'n', 'v') 7
('n', 'd', 'n') 7
('n', 'c', 'n') 7
('v', 'x', 'x') 7
('d', 'v', 'ul') 7
('v', 'd', 'c') 7
('eng', 'x', 'eng') 7
('v', 'r', 'm') 7
('v', 'c', 'v') 7
('n', 'f', 'v') 6
('v', 'a', 'uj') 6
('d', 'n', 'v') 6
('v', 'p', 'r') 6
('d', 'v', 'd') 6
('v', 'c', 'n') 6
('r', 'p', 'n') 6
('n', 'r', 'n') 6
('r', 'v', 'uj') 6
('uj', 'n', 'zg') 6
('n', 'p', 'n') 6
('v', 'v', 'a') 6
('uj', 'n', 'p') 6
('c', 'r', 'd') 6
('v', 'v', 'p') 5
('d', 'd', 'a') 5
('n', 'v', 'q') 5
('v', 'd', 'd') 5
('v', 'v', 'y') 5
('v', 'c', 'r') 5
('v', 'v', 't') 5
('n', 'x', 'eng') 5
('eng', 'x', 'r') 5
('c', 'n', 'n') 5
('n', 'd', 'a') 5
('a', 'n', 'v') 5
('p', 'n', 'v') 5
('r', 'r', 'd') 5
('c', 'n', 'v') 5
('v', 'y', 'v') 5
('r', 'v', 'ul') 5
('n', 'd', 'c') 5
('r', 'v', 'r') 5
('r', 'v', 'm') 5
('v', 'ul', 'r') 5
('c', 'r', 'v') 5
('v', 'd', 'n') 5
('f', 'uj', 'n') 5
('a', 'n', 'd') 5
('r', 'x', 'v') 5
('v', 'm', 'r') 5
('v', 'p', 'n') 5
('n', 'r', 'x') 5
('m', 'n', 'n') 5
('v', 'ul', 'n') 4
('n', 'v', 'p') 4
('n', 'd', 'd') 4
('y', 'r', 'v') 4
('v', 't', 'v') 4
('t', 'd', 'v') 4
('d', 'v', 'a') 4
('m', 'n', 'm') 4
('v', 'n', 'ul') 4
('n', 'v', 'f') 4
('uj', 'n', 'a') 4
('nr', 'n', 'v') 4
('r', 'v', 'c') 4
('v', 'zg', 'n') 4
('r', 'm', 'n') 4
('r', 'n', 'n') 4
('nr', 'n', 'n') 4
('r', 'd', 'n') 4
('x', 'v', 'n') 4
('m', 'n', 'd') 4
('n', 'n', 'c') 4
('d', 'v', 'p') 4
('a', 'd', 'v') 4
('d', 'r', 'v') 4
('d', 'c', 'n') 4
('n', 'v', 'ul') 4
('n', 'nr', 'n') 4
('m', 'd', 'v') 4
('d', 'uj', 'n') 4
('v', 'y', 'r') 4
('v', 'n', 'm') 4
('v', 'm', 'nr') 4
('p', 'r', 'n') 4
('c', 'v', 'm') 4
('v', 'n', 'c') 4
('r', 'x', 'a') 4
('c', 'v', 'uj') 4
('uj', 'a', 'n') 4
('d', 'v', 'uj') 4
('m', 'r', 'v') 4
('v', 'r', 'r') 4
('v', 'nr', 'n') 3
('vn', 'uj', 'n') 3
('v', 'p', 'nr') 3
('v', 'l', 'n') 3
('c', 'n', 'c') 3
('d', 'r', 'x') 3
('v', 'r', 'c') 3
('a', 'r', 'v') 3
('v', 't', 'n') 3
('v', 'uv', 'v') 3
('d', 'a', 'ul') 3
('v', 'm', 'm') 3
('v', 'f', 'n') 3
('r', 'd', 'a') 3
('nz', 'n', 'v') 3
('v', 'r', 'a') 3
('vn', 'd', 'v') 3
('d', 'd', 'd') 3
('m', 'v', 'd') 3
('n', 'm', 'n') 3
('n', 'a', 'n') 3
('v', 'uj', 'a') 3
('c', 'r', 'n') 3
('n', 'f', 'uj') 3
('n', 'r', 'r') 3
('m', 'n', 'c') 3
('m', 'v', 'n') 3
('n', 'v', 'ns') 3
('r', 'uv', 'v') 3
('r', 'v', 'q') 3
('n', 'v', 'm') 3
('v', 'v', 'c') 3
('m', 'd', 'c') 3
('c', 'a', 'uj') 3
('i', 'uj', 'n') 3
('d', 'a', 'n') 3
('uj', 'n', 'x') 3
('n', 'f', 'm') 3
('n', 'c', 'r') 3
('v', 'ul', 'v') 3
('ul', 'r', 'uj') 3
('r', 'v', 't') 3
('p', 's', 'v') 3
('s', 'uj', 'n') 3
('m', 'm', 'r') 3
('d', 'v', 'c') 3
('n', 'nr', 'd') 3
('v', 'r', 'p') 3
('ns', 'uj', 'n') 3
('d', 'a', 'r') 3
('p', 'n', 'f') 3
('r', 'v', 'd') 3
('n', 'c', 'm') 3
('c', 'v', 'd') 3
('r', 'r', 'v') 3
('v', 'n', 'y') 3
('a', 'v', 'v') 3
('r', 'd', 'c') 3
('zg', 'd', 'v') 3
('n', 'v', 's') 3
('s', 'v', 'n') 3
('v', 'a', 'n') 3
('n', 'd', 'p') 3
('b', 'd', 'v') 3
('v', 'v', 'q') 3
('r', 'a', 'v') 3
('m', 'n', 'v') 3
('v', 'f', 'v') 3
('d', 'm', 'n') 3
('v', 'd', 'a') 3
('p', 'n', 'd') 3
('n', 'a', 'v') 3
('d', 'v', 'f') 3
('v', 'v', 'ns') 3
('uj', 'v', 'n') 3
('t', 'v', 'v') 3
('x', 'v', 'v') 3
('x', 'r', 'uj') 3
('r', 'v', 'p') 3
('c', 'v', 'vn') 3
('v', 'v', 'zg') 3
('v', 'nz', 'n') 3
('n', 'r', 'uv') 3
('v', 'v', 'ul') 3
('d', 'p', 'v') 3
('d', 'nz', 'x') 3
('n', 'ul', 'r') 3
('ad', 'd', 'v') 3
('c', 'r', 'c') 3
('n', 'a', 'r') 2
('x', 'n', 'v') 2
('v', 'q', 'n') 2
('n', 'x', 'n') 2
('n', 'nr', 'uj') 2
('a', 'uj', 'vn') 2
('v', 'uj', 'r') 2
('d', 'v', 'zg') 2
('r', 'd', 'nr') 2
('v', 'n', 'a') 2
('r', 'ad', 'd') 2
('r', 'n', 'y') 2
('n', 'v', 'uv') 2
('v', 'zg', 'v') 2
('c', 'zg', 'n') 2
('uj', 'n', 'nz') 2
('a', 'n', 'zg') 2
('n', 'uj', 'nr') 2
('n', 'n', 'j') 2
('v', 'ns', 'n') 2
('v', 'n', 'q') 2
('m', 'n', 'nr') 2
('n', 'yg', 'v') 2
('p', 'n', 'n') 2
('r', 'v', 'nr') 2
('i', 'r', 'v') 2
('v', 'n', 'ng') 2
('m', 'v', 'r') 2
('uv', 'v', 'r') 2
('r', 'n', 'c') 2
('nr', 'x', 'n') 2
('r', 'm', 'c') 2
('r', 'uj', 'v') 2
('v', 'ul', 'd') 2
('v', 'n', 'x') 2
('a', 'v', 'ul') 2
('v', 'v', 'x') 2
('d', 'v', 'ns') 2
('a', 'ag', 'uj') 2
('i', 'uv', 'v') 2
('x', 'x', 'v') 2
('n', 'd', 'm') 2
('p', 'n', 'yg') 2
('uj', 'v', 'm') 2
('p', 'v', 'ul') 2
('z', 'uj', 'n') 2
('x', 'n', 'uj') 2
('r', 'r', 'x') 2
('v', 'c', 'p') 2
('y', 'v', 'v') 2
('m', 'v', 'm') 2
('v', 'ns', 'uj') 2
('r', 'v', 'j') 2
('v', 'ns', 'r') 2
('a', 'nr', 'd') 2
('d', 'd', 'r') 2
('v', 't', 'm') 2
('n', 'n', 'p') 2
('n', 'a', 'd') 2
('v', 'j', 'b') 2
('uv', 'v', 'v') 2
('d', 'a', 'c') 2
('c', 'p', 'r') 2
('v', 'vn', 'uj') 2
('c', 'n', 'uj') 2
('z', 'n', 'n') 2
('x', 'a', 'v') 2
('n', 'c', 'a') 2
('n', 'v', 'nr') 2
('a', 'nr', 'r') 2
('n', 'f', 'd') 2
('v', 'n', 'nr') 2
('v', 'q', 'yg') 2
('d', 'n', 'x') 2
('f', 'd', 'v') 2
('m', 'r', 'n') 2
('d', 'c', 'zg') 2
('nr', 'r', 'v') 2
('p', 'n', 'c') 2
('a', 'v', 'r') 2
('v', 'zg', 'd') 2
('eng', 'r', 'd') 2
('d', 'n', 't') 2
('c', 'm', 'n') 2
('r', 'v', 'a') 2
('d', 'nr', 'r') 2
('d', 'a', 'y') 2
('c', 'd', 'c') 2
('t', 'uj', 'n') 2
('n', 'm', 'r') 2
('n', 'a', 'uv') 2
('v', 'q', 'v') 2
('v', 'd', 'm') 2
('r', 'n', 'f') 2
('d', 'a', 'uj') 2
('f', 'r', 'v') 2
('x', 'n', 'c') 2
('n', 'n', 'nr') 2
('uj', 'n', 'f') 2
('c', 'd', 'v') 2
('d', 'v', 'q') 2
('x', 'x', 'zg') 2
('c', 'n', 'd') 2
('ul', 'm', 'n') 2
('m', 't', 'f') 2
('r', 'n', 'l') 2
('c', 'v', 'c') 2
('m', 'r', 'd') 2
('uj', 'n', 'm') 2
('v', 'v', 'nz') 2
('nr', 'j', 'v') 2
('n', 'v', 'x') 2
('t', 'd', 'c') 2
('n', 'p', 'ns') 2
('d', 'm', 'd') 2
('d', 'n', 'd') 2
('v', 'a', 'm') 2
('nr', 'nr', 'v') 2
('l', 'd', 'r') 2
('d', 'r', 'd') 2
('p', 'l', 'v') 2
('l', 'v', 'v') 2
('d', 'v', 'y') 2
('t', 'n', 'r') 2
('p', 'r', 'uj') 2
('n', 'm', 'd') 2
('i', 'v', 'n') 2
('r', 'd', 'm') 2
('ng', 'uj', 'n') 2
('r', 'm', 'r') 2
('d', 'p', 'r') 2
('f', 'v', 'm') 2
('n', 'l', 'uj') 2
('v', 'r', 'i') 2
('m', 'm', 'x') 2
('f', 'v', 'v') 2
('nr', 'm', 'n') 2
('v', 's', 'n') 2
('n', 'l', 'v') 2
('v', 'p', 'v') 2
('n', 'v', 'c') 2
('y', 'v', 'n') 2
('r', 'n', 'm') 2
('v', 'uj', 'm') 2
('n', 'v', 'ud') 2
('v', 'vn', 'v') 2
('n', 't', 'n') 2
('m', 'n', 'f') 2
('f', 'v', 'd') 2
('nr', 'n', 'a') 2
('r', 'n', 'p') 2
('d', 'n', 'n') 2
('ul', 'r', 'v') 2
('a', 'c', 'r') 2
('p', 'v', 'r') 2
('nr', 'd', 's') 2
('y', 'c', 'v') 2
('ns', 'n', 'v') 2
('a', 'n', 'r') 2
('f', 'r', 'd') 2
('x', 'x', 'x') 2
('uj', 'm', 'n') 2
('d', 'n', 'c') 2
('a', 'v', 'd') 2
('n', 'n', 'zg') 2
('n', 'r', 'm') 2
('d', 'a', 'v') 2
('n', 'm', 'v') 2
('m', 'm', 'm') 2
('q', 'uj', 'v') 2
('l', 'uj', 'n') 2
('y', 'r', 'r') 2
('v', 'uj', 'vn') 2
('y', 'uj', 'n') 2
('e', 'v', 'v') 2
('n', 'nz', 'x') 2
('zg', 's', 'uj') 2
('x', 'r', 'd') 2
('uj', 'n', 'y') 2
('a', 'uj', 'v') 2
('m', 'm', 'd') 2
('r', 'n', 'r') 2
('n', 'd', 'r') 2
('v', 'v', 'nr') 2
('m', 'v', 'v') 2
('nz', 'r', 'd') 2
('uj', 'vn', 'n') 2
('m', 'n', 'a') 2
('n', 'uj', 'v') 2
('m', 'd', 'd') 2
('d', 'r', 'uj') 2
('v', 'f', 'r') 2
('y', 'r', 'a') 2
('m', 'n', 'uj') 2
('r', 'd', 'r') 2
('r', 't', 'd') 2
('l', 'v', 'd') 2
('v', 'd', 'p') 2
('c', 'p', 'v') 2
('a', 't', 'd') 2
('m', 'r', 'ad') 2
('x', 'x', 'uj') 2
('ns', 'm', 'y') 2
('a', 'r', 'm') 2
('j', 'v', 'm') 2
('v', 'n', 'p') 2
('a', 'uv', 'v') 2
('r', 'a', 'nr') 2
('y', 'n', 'a') 1
('d', 'r', 'n') 1
('n', 'v', 'z') 1
('n', 'n', 'ng') 1
('d', 'c', 'm') 1
('uj', 'd', 'i') 1
('n', 'a', 'c') 1
('d', 'ns', 'm') 1
('x', 'uj', 'y') 1
('d', 'l', 'ns') 1
('ul', 'z', 'n') 1
('nr', 'x', 'x') 1
('q', 'y', 'uj') 1
('n', 'ad', 'uv') 1
('ud', 'm', 'm') 1
('n', 'y', 'v') 1
('d', 'd', 'p') 1
('j', 'c', 'v') 1
('v', 'ng', 'r') 1
('c', 't', 'nr') 1
('r', 'y', 'q') 1
('q', 'v', 'v') 1
('d', 'm', 'a') 1
('n', 'n', 'y') 1
('a', 'v', 'uj') 1
('a', 'd', 'n') 1
('s', 'c', 'r') 1
('d', 'nr', 'v') 1
('v', 'p', 'l') 1
('n', 'nr', 'r') 1
('uj', 't', 'r') 1
('y', 'c', 'r') 1
('f', 'ns', 'm') 1
('x', 'v', 'r') 1
('d', 'n', 'uv') 1
('v', 'r', 's') 1
('n', 'ng', 'u') 1
('v', 'uj', 'l') 1
('nr', 'i', 'v') 1
('eng', 'v', 'v') 1
('c', 'n', 'vn') 1
('d', 'ad', 'v') 1
('v', 'a', 'r') 1
('mq', 'n', 'f') 1
('ul', 'v', 'n') 1
('df', 'n', 'v') 1
('zg', 'nr', 'c') 1
('v', 'uj', 'v') 1
('f', 'v', 'p') 1
('a', 'r', 'uj') 1
('r', 'uj', 's') 1
('c', 'b', 'a') 1
('n', 'j', 'd') 1
('nr', 'n', 'uj') 1
('v', 'r', 'x') 1
('v', 'q', 'nr') 1
('p', 'nr', 'uj') 1
('p', 'j', 'b') 1
('v', 'nz', 'v') 1
('b', 'n', 'uj') 1
('n', 'u', 'r') 1
('t', 'v', 'a') 1
('d', 'v', 'x') 1
('x', 'eng', 'v') 1
('ng', 'v', 'r') 1
('uj', 'd', 'v') 1
('x', 'a', 'uj') 1
('nr', 'df', 'd') 1
('zg', 'c', 'p') 1
('n', 'm', 'nr') 1
('zg', 'b', 'v') 1
('uj', 'v', 'd') 1
('c', 'd', 'a') 1
('f', 'v', 'ng') 1
('an', 'u', 'r') 1
('ns', 'nz', 'x') 1
('c', 'v', 'l') 1
('nr', 'n', 'y') 1
('d', 'l', 'y') 1
('n', 'v', 'a') 1
('ng', 'p', 'v') 1
('r', 't', 'v') 1
